Product,CVE Name,Publisher,CVE Severity,CVSS 3 Vector,In CISA  S KEV,CVE Publish Date,CVSS 3 Base Score,CVE Detected Date,CVSS 2 Base Score,Patch Release Date,Vulnerability Link,Vulnerability Summary,CVSS 3 Exploitability Score,Patch,Edition,Version,Endpoint,Sub Version,Organization,Product Raw Entry
.NET,CVE-2021-27434,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,No,05/20/21 14:15:00,7.5,01/21/26 15:53:27,5,N/A,https://www.vicarius.io/vsociety/vulnerabilities/277232/CVE-2021-27434,"Products with Unified Automation .NET based OPC UA Client/Server SDK Bundle: Versions V3.0.7 and prior (.NET 4.5, 4.0, and 3.5 Framework versions only) are vulnerable to an uncontrolled recursion, which may allow an attacker to trigger a stack overflow.",3.9,,,4.0,CIPLL16-SURESH,*,Claimpower,Microsoft_.NET Framework 4.0 Full_4.0_x64_
Asp.net Core,CVE-2024-21386,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,No,02/13/24 18:15:00,7.5,01/22/26 05:14:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/352339/CVE-2024-21386,.NET Denial of Service Vulnerability,3.9,,,7.0.10,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 7.0.10 - Shared Framework (x86)_7.0.10.23364_x64_
.NET,CVE-2021-27434,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,No,05/20/21 14:15:00,7.5,01/21/26 08:21:45,5,N/A,https://www.vicarius.io/vsociety/vulnerabilities/277232/CVE-2021-27434,"Products with Unified Automation .NET based OPC UA Client/Server SDK Bundle: Versions V3.0.7 and prior (.NET 4.5, 4.0, and 3.5 Framework versions only) are vulnerable to an uncontrolled recursion, which may allow an attacker to trigger a stack overflow.",3.9,,,4.0,CIPLL10-MUBINA,*,Claimpower,Microsoft_.NET Framework 4.0 Full_4.0_x64_
.NET,CVE-2021-27434,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,No,05/20/21 14:15:00,7.5,01/22/26 06:55:46,5,N/A,https://www.vicarius.io/vsociety/vulnerabilities/277232/CVE-2021-27434,"Products with Unified Automation .NET based OPC UA Client/Server SDK Bundle: Versions V3.0.7 and prior (.NET 4.5, 4.0, and 3.5 Framework versions only) are vulnerable to an uncontrolled recursion, which may allow an attacker to trigger a stack overflow.",3.9,,,4.0,CIPLLP-RUNALI,*,Claimpower,Microsoft_.NET Framework 4.0 Full_4.0_x64_
.NET,CVE-2023-36049,Microsoft,Critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,No,11/14/23 21:15:00,9.8,01/22/26 05:13:25,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/344796/CVE-2023-36049,".NET, .NET Framework, and Visual Studio Elevation of Privilege Vulnerability",3.9,,,7.0.10,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft .NET Runtime - 7.0.10 (x64)_56.43.64668_x64_
Asp.net Core,CVE-2025-26682,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,No,04/08/25 18:15:00,7.5,01/22/26 06:57:21,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/402445/CVE-2025-26682,Allocation of resources without limits or throttling in ASP.NET Core allows an unauthorized attacker to deny service over a network.,3.9,,,8.0.6,CIPLLP-RUNALI,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
SQL Server 2022,CVE-2025-49719,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,No,07/08/25 17:15:00,7.5,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/414337/CVE-2025-49719,Improper input validation in SQL Server allows an unauthorized attacker to disclose information over a network.,3.9,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
Asp.net Core,CVE-2025-26682,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,No,04/08/25 18:15:00,7.5,01/23/26 02:40:40,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/402445/CVE-2025-26682,Allocation of resources without limits or throttling in ASP.NET Core allows an unauthorized attacker to deny service over a network.,3.9,,,8.0.6,CIPLLP-POOJA,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
SQL Server 2022,CVE-2025-55227,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,No,09/09/25 17:16:00,8.8,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/422076/CVE-2025-55227,Improper neutralization of special elements used in a command (command injection) in SQL Server allows an authorized attacker to elevate privileges over a network.,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
SQL Server 2022,CVE-2025-53727,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,No,08/12/25 18:15:00,8.8,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/418461/CVE-2025-53727,Improper neutralization of special elements used in an sql command (sql injection) in SQL Server allows an authorized attacker to elevate privileges over a network.,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
Asp.net Core,CVE-2025-24070,Microsoft,High,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:H,No,03/11/25 17:16:00,7,01/23/26 02:40:40,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/397848/CVE-2025-24070,Weak authentication in ASP.NET Core &amp. Visual Studio allows an unauthorized attacker to elevate privileges over a network.,2.2,,,8.0.6,CIPLLP-POOJA,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
Asp.net Core,CVE-2024-21404,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,No,02/13/24 18:15:00,7.5,01/22/26 05:14:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/352328/CVE-2024-21404,.NET Denial of Service Vulnerability,3.9,,,7.0.10,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 7.0.10 - Shared Framework (x86)_7.0.10.23364_x64_
SQL Server 2022,CVE-2025-49718,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,No,07/08/25 17:15:00,7.5,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/414338/CVE-2025-49718,Use of uninitialized resource in SQL Server allows an unauthorized attacker to disclose information over a network.,3.9,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
SQL Server 2022,CVE-2025-49717,Microsoft,High,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H,No,07/08/25 17:15:00,8.5,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/414339/CVE-2025-49717,Heap-based buffer overflow in SQL Server allows an authorized attacker to execute code over a network.,1.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
Asp.net Core,CVE-2025-24070,Microsoft,High,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:H,No,03/11/25 17:16:00,7,01/22/26 06:57:21,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/397848/CVE-2025-24070,Weak authentication in ASP.NET Core &amp. Visual Studio allows an unauthorized attacker to elevate privileges over a network.,2.2,,,8.0.6,CIPLLP-RUNALI,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
.NET,CVE-2023-36435,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,No,10/10/23 18:15:00,7.5,01/22/26 05:13:25,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/341519/CVE-2023-36435,Microsoft QUIC Denial of Service Vulnerability,3.9,,,7.0.10,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft .NET Runtime - 7.0.10 (x64)_56.43.64668_x64_
SQL Server 2022,CVE-2025-49759,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,No,08/12/25 18:15:00,8.8,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/418520/CVE-2025-49759,Improper neutralization of special elements used in an sql command (sql injection) in SQL Server allows an authorized attacker to elevate privileges over a network.,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
SQL Server 2022,CVE-2025-49758,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,No,08/12/25 18:15:00,8.8,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/418521/CVE-2025-49758,Improper neutralization of special elements used in an sql command (sql injection) in SQL Server allows an authorized attacker to elevate privileges over a network.,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
7-ZIP,CVE-2025-55188,7-ZIP,Low,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:N/I:L/A:N,No,08/08/25 21:15:00,3.6,01/21/26 07:33:37,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/418091/CVE-2025-55188,7-Zip before 25.01 does not always properly handle symbolic links during extraction.,1.8,,,23.01,CIPLL10-MUBINA,*,Claimpower,Igor Pavlov_7-Zip 23.01 (x64 edition)_23.01.00.0_x64_
SQL Server 2022,CVE-2025-24999,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,No,08/12/25 18:15:00,8.8,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/418542/CVE-2025-24999,Improper access control in SQL Server allows an authorized attacker to elevate privileges over a network.,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
SQL Server 2019,CVE-2024-28927,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,04/09/24 17:15:00,8.8,01/22/26 05:15:17,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/358584/CVE-2024-28927,Microsoft OLE DB Driver for SQL Server Remote Code Execution Vulnerability,2.8,,,15.0.2000.5,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft System CLR Types for SQL Server 2019_15.0.2000.5_x64_
SQL Server 2019,CVE-2024-28926,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,04/09/24 17:15:00,8.8,01/22/26 05:15:17,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/358585/CVE-2024-28926,Microsoft OLE DB Driver for SQL Server Remote Code Execution Vulnerability,2.8,,,15.0.2000.5,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft System CLR Types for SQL Server 2019_15.0.2000.5_x64_
SQL Server 2019,CVE-2025-55227,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,No,09/09/25 17:16:00,8.8,01/22/26 05:13:43,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/422076/CVE-2025-55227,Improper neutralization of special elements used in a command (command injection) in SQL Server allows an authorized attacker to elevate privileges over a network.,2.8,,,15.0.4382.1,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft SQL Server 2019 LocalDB _15.0.4382.1_x64_
Asp.net Core,CVE-2023-44487,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Yes,10/10/23 14:15:00,7.5,01/22/26 05:14:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/341366/CVE-2023-44487,"The HTTP/2 protocol allows a denial of service (server resource consumption) because request cancellation can reset many streams quickly, as exploited in the wild in August through October 2023.",3.9,,,7.0.10,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 7.0.10 - Shared Framework (x86)_7.0.10.23364_x64_
Asp.net Core,CVE-2025-26682,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,No,04/08/25 18:15:00,7.5,01/21/26 07:33:37,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/402445/CVE-2025-26682,Allocation of resources without limits or throttling in ASP.NET Core allows an unauthorized attacker to deny service over a network.,3.9,,,8.0.6,CIPLL10-MUBINA,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
Asp.net Core,CVE-2025-26682,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,No,04/08/25 18:15:00,7.5,01/30/26 04:44:51,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/402445/CVE-2025-26682,Allocation of resources without limits or throttling in ASP.NET Core allows an unauthorized attacker to deny service over a network.,3.9,,,8.0.6,CIPLL25-NEHA,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
SQL Server 2022,CVE-2024-21317,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,07/09/24 17:15:00,8.8,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/372559/CVE-2024-21317,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
SQL Server 2022,CVE-2024-21373,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,07/09/24 17:15:00,8.8,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/372554/CVE-2024-21373,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
SQL Server 2022,CVE-2024-21398,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,07/09/24 17:15:00,8.8,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/372553/CVE-2024-21398,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
SQL Server 2022,CVE-2024-21332,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,07/09/24 17:15:00,8.8,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/372557/CVE-2024-21332,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
SQL Server 2022,CVE-2024-21415,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,07/09/24 17:15:00,8.8,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/372551/CVE-2024-21415,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
SQL Server 2022,CVE-2024-21414,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,07/09/24 17:15:00,8.8,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/372552/CVE-2024-21414,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
Asp.net Core,CVE-2025-24070,Microsoft,High,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:H,No,03/11/25 17:16:00,7,01/21/26 04:06:58,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/397848/CVE-2025-24070,Weak authentication in ASP.NET Core &amp. Visual Studio allows an unauthorized attacker to elevate privileges over a network.,2.2,,,8.0.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
Asp.net Core,CVE-2025-24070,Microsoft,High,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:H,No,03/11/25 17:16:00,7,01/30/26 04:44:51,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/397848/CVE-2025-24070,Weak authentication in ASP.NET Core &amp. Visual Studio allows an unauthorized attacker to elevate privileges over a network.,2.2,,,8.0.6,CIPLL25-NEHA,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
Asp.net Core,CVE-2025-26682,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,No,04/08/25 18:15:00,7.5,01/21/26 04:06:58,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/402445/CVE-2025-26682,Allocation of resources without limits or throttling in ASP.NET Core allows an unauthorized attacker to deny service over a network.,3.9,,,8.0.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
.NET,CVE-2021-27434,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,No,05/20/21 14:15:00,7.5,01/30/26 04:43:44,5,N/A,https://www.vicarius.io/vsociety/vulnerabilities/277232/CVE-2021-27434,"Products with Unified Automation .NET based OPC UA Client/Server SDK Bundle: Versions V3.0.7 and prior (.NET 4.5, 4.0, and 3.5 Framework versions only) are vulnerable to an uncontrolled recursion, which may allow an attacker to trigger a stack overflow.",3.9,,,4.0,CIPLL25-NEHA,*,Claimpower,Microsoft_.NET Framework 4.0 Full_4.0_x64_
.NET,CVE-2024-21392,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,No,03/12/24 17:15:00,7.5,01/22/26 05:13:25,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/355230/CVE-2024-21392,.NET and Visual Studio Denial of Service Vulnerability,3.9,,,7.0.10,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft .NET Runtime - 7.0.10 (x64)_56.43.64668_x64_
Asp.net Core,CVE-2023-36558,Microsoft,Medium,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,No,11/14/23 22:15:00,6.2,01/22/26 05:14:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/344794/CVE-2023-36558,ASP.NET Core Security Feature Bypass Vulnerability,2.5,,,7.0.10,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 7.0.10 - Shared Framework (x86)_7.0.10.23364_x64_
.NET,CVE-2021-27434,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,No,05/20/21 14:15:00,7.5,01/22/26 05:14:25,5,N/A,https://www.vicarius.io/vsociety/vulnerabilities/277232/CVE-2021-27434,"Products with Unified Automation .NET based OPC UA Client/Server SDK Bundle: Versions V3.0.7 and prior (.NET 4.5, 4.0, and 3.5 Framework versions only) are vulnerable to an uncontrolled recursion, which may allow an attacker to trigger a stack overflow.",3.9,,,4.0,CIPLL20-SHWETA,*,Claimpower,Microsoft_.NET Framework 4.0 Full_4.0_x64_
Asp.net Core,CVE-2025-55315,Microsoft,Critical,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:L,No,10/14/25 17:15:00,9.9,01/21/26 07:33:37,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/427498/CVE-2025-55315,Inconsistent interpretation of http requests (http request/response smuggling) in ASP.NET Core allows an authorized attacker to bypass a security feature over a network.,3.1,,,8.0.6,CIPLL10-MUBINA,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
SQL Server 2022,CVE-2024-21335,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,07/09/24 17:15:00,8.8,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/372555/CVE-2024-21335,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
SQL Server 2022,CVE-2024-21333,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,07/09/24 17:15:00,8.8,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/372556/CVE-2024-21333,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
SQL Server 2022,CVE-2024-37966,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:L,No,09/10/24 17:15:00,7.1,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/376416/CVE-2024-37966,Microsoft SQL Server Native Scoring Information Disclosure Vulnerability,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
SQL Server 2022,CVE-2025-47954,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,No,08/12/25 18:15:00,8.8,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/418537/CVE-2025-47954,Improper neutralization of special elements used in an sql command (sql injection) in SQL Server allows an authorized attacker to elevate privileges over a network.,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
SQL Server 2022,CVE-2024-37965,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,No,09/10/24 17:15:00,8.8,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/376417/CVE-2024-37965,Microsoft SQL Server Elevation of Privilege Vulnerability,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
SQL Server 2022,CVE-2024-21308,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,07/09/24 17:15:00,8.8,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/372560/CVE-2024-21308,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
SQL Server 2019,CVE-2025-59499,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,No,11/11/25 18:15:00,8.8,01/22/26 05:13:43,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/431418/CVE-2025-59499,Improper neutralization of special elements used in an sql command (sql injection) in SQL Server allows an authorized attacker to elevate privileges over a network.,2.8,,,15.0.4382.1,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft SQL Server 2019 LocalDB _15.0.4382.1_x64_
SQL Server 2022,CVE-2024-21425,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,07/09/24 17:15:00,8.8,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/372549/CVE-2024-21425,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
SQL Server 2022,CVE-2024-21331,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,07/09/24 17:15:00,8.8,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/372558/CVE-2024-21331,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
SQL Server 2019,CVE-2024-29045,Microsoft,High,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,No,04/09/24 17:15:00,7.5,01/22/26 05:15:17,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/358564/CVE-2024-29045,Microsoft OLE DB Driver for SQL Server Remote Code Execution Vulnerability,1.6,,,15.0.2000.5,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft System CLR Types for SQL Server 2019_15.0.2000.5_x64_
SQL Server 2019,CVE-2024-29044,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,04/09/24 17:15:00,8.8,01/22/26 05:15:17,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/358565/CVE-2024-29044,Microsoft OLE DB Driver for SQL Server Remote Code Execution Vulnerability,2.8,,,15.0.2000.5,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft System CLR Types for SQL Server 2019_15.0.2000.5_x64_
SQL Server 2019,CVE-2024-29046,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,04/09/24 17:15:00,8.8,01/22/26 05:15:17,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/358563/CVE-2024-29046,Microsoft OLE DB Driver for SQL Server Remote Code Execution Vulnerability,2.8,,,15.0.2000.5,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft System CLR Types for SQL Server 2019_15.0.2000.5_x64_
