Product,CVE Name,Publisher,CVE Severity,CVSS 3 Vector,In CISA  S KEV,CVE Publish Date,CVSS 3 Base Score,CVE Detected Date,CVSS 2 Base Score,Patch Release Date,Vulnerability Link,Vulnerability Summary,CVSS 3 Exploitability Score,Patch,Edition,Version,Endpoint,Sub Version,Organization,Product Raw Entry
SQL Server 2019,CVE-2024-28927,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,04/09/24 17:15:00,8.8,01/20/26 18:09:13,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/358584/CVE-2024-28927,Microsoft OLE DB Driver for SQL Server Remote Code Execution Vulnerability,2.8,,,15.0.2000.5,CIPLL14-VAISHAL,*,Claimpower,Microsoft Corporation_Microsoft System CLR Types for SQL Server 2019_15.0.2000.5_x64_
SQL Server 2019,CVE-2024-37965,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,No,09/10/24 17:15:00,8.8,01/19/26 12:42:57,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/376417/CVE-2024-37965,Microsoft SQL Server Elevation of Privilege Vulnerability,2.8,,,15.0.4382.1,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft SQL Server 2019 LocalDB _15.0.4382.1_x64_
SQL Server 2019,CVE-2024-21308,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,07/09/24 17:15:00,8.8,01/19/26 12:41:24,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/372560/CVE-2024-21308,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,2.8,,,15.0.2000.5,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft System CLR Types for SQL Server 2019_15.0.2000.5_x64_
Asp.net Core,CVE-2025-55315,Microsoft,Critical,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:L,No,10/14/25 17:15:00,9.9,01/19/26 17:29:28,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/427498/CVE-2025-55315,Inconsistent interpretation of http requests (http request/response smuggling) in ASP.NET Core allows an authorized attacker to bypass a security feature over a network.,3.1,,,8.0.6,CIPLL12-KIRAN,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
SQL Server 2019,CVE-2024-21335,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,07/09/24 17:15:00,8.8,01/19/26 12:41:24,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/372555/CVE-2024-21335,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,2.8,,,15.0.2000.5,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft System CLR Types for SQL Server 2019_15.0.2000.5_x64_
SQL Server 2019,CVE-2024-21333,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,07/09/24 17:15:00,8.8,01/19/26 12:41:24,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/372556/CVE-2024-21333,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,2.8,,,15.0.2000.5,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft System CLR Types for SQL Server 2019_15.0.2000.5_x64_
Asp.net Core,CVE-2025-26682,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,No,04/08/25 18:15:00,7.5,01/20/26 20:02:30,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/402445/CVE-2025-26682,Allocation of resources without limits or throttling in ASP.NET Core allows an unauthorized attacker to deny service over a network.,3.9,,,8.0.6,CIPLMD-DIANA,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
Asp.net Core,CVE-2025-26682,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,No,04/08/25 18:15:00,7.5,01/20/26 03:50:05,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/402445/CVE-2025-26682,Allocation of resources without limits or throttling in ASP.NET Core allows an unauthorized attacker to deny service over a network.,3.9,,,8.0.6,CIPLMD50,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
Asp.net Core,CVE-2025-26682,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,No,04/08/25 18:15:00,7.5,01/20/26 07:07:09,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/402445/CVE-2025-26682,Allocation of resources without limits or throttling in ASP.NET Core allows an unauthorized attacker to deny service over a network.,3.9,,,8.0.6,CIPLLP-CHARLES,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
SQL Server 2019,CVE-2025-55227,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,No,09/09/25 17:16:00,8.8,01/20/26 18:06:22,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/422076/CVE-2025-55227,Improper neutralization of special elements used in a command (command injection) in SQL Server allows an authorized attacker to elevate privileges over a network.,2.8,,,15.0.4382.1,CIPLL14-VAISHAL,*,Claimpower,Microsoft Corporation_Microsoft SQL Server 2019 LocalDB _15.0.4382.1_x64_
Asp.net Core,CVE-2025-55315,Microsoft,Critical,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:L,No,10/14/25 17:15:00,9.9,01/20/26 07:07:09,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/427498/CVE-2025-55315,Inconsistent interpretation of http requests (http request/response smuggling) in ASP.NET Core allows an authorized attacker to bypass a security feature over a network.,3.1,,,8.0.6,CIPLLP-CHARLES,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
Asp.net Core,CVE-2025-26682,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,No,04/08/25 18:15:00,7.5,01/19/26 16:13:31,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/402445/CVE-2025-26682,Allocation of resources without limits or throttling in ASP.NET Core allows an unauthorized attacker to deny service over a network.,3.9,,,8.0.6,CIPLL33-FAISAL,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
Asp.net Core,CVE-2021-34532,Microsoft,Medium,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,No,08/12/21 18:15:00,5.5,01/21/26 04:08:53,2.1,N/A,https://www.vicarius.io/vsociety/vulnerabilities/282200/CVE-2021-34532,ASP.NET Core and Visual Studio Information Disclosure Vulnerability,1.8,,,3.1.10,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 3.1.10 Targeting Pack (x64)_3.1.10.20520_x64_
SQL Server 2022,CVE-2024-28945,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,04/09/24 17:15:00,8.8,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/358567/CVE-2024-28945,Microsoft OLE DB Driver for SQL Server Remote Code Execution Vulnerability,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
SQL Server 2022,CVE-2024-29043,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,04/09/24 17:15:00,8.8,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/358566/CVE-2024-29043,Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
SQL Server 2022,CVE-2024-29044,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,04/09/24 17:15:00,8.8,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/358565/CVE-2024-29044,Microsoft OLE DB Driver for SQL Server Remote Code Execution Vulnerability,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
SQL Server 2022,CVE-2024-29045,Microsoft,High,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,No,04/09/24 17:15:00,7.5,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/358564/CVE-2024-29045,Microsoft OLE DB Driver for SQL Server Remote Code Execution Vulnerability,1.6,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
SQL Server 2022,CVE-2024-29046,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,04/09/24 17:15:00,8.8,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/358563/CVE-2024-29046,Microsoft OLE DB Driver for SQL Server Remote Code Execution Vulnerability,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
SQL Server 2019,CVE-2025-53727,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,No,08/12/25 18:15:00,8.8,01/19/26 12:42:57,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/418461/CVE-2025-53727,Improper neutralization of special elements used in an sql command (sql injection) in SQL Server allows an authorized attacker to elevate privileges over a network.,2.8,,,15.0.4382.1,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft SQL Server 2019 LocalDB _15.0.4382.1_x64_
SQL Server 2022,CVE-2024-29048,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,04/09/24 17:15:00,8.8,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/358561/CVE-2024-29048,Microsoft OLE DB Driver for SQL Server Remote Code Execution Vulnerability,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
SQL Server 2022,CVE-2024-28928,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,07/09/24 17:15:00,8.8,01/21/26 04:06:32,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/370865/CVE-2024-28928,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,2.8,,,16.0.1000.6,CIPLL23-SWAPNIL,*,Claimpower,Microsoft Corporation_Browser for SQL Server 2022_16.0.1000.6_x64_
SQL Server 2019,CVE-2024-29984,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,04/09/24 17:16:00,8.8,01/20/26 18:09:13,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/358546/CVE-2024-29984,Microsoft OLE DB Driver for SQL Server Remote Code Execution Vulnerability,2.8,,,15.0.2000.5,CIPLL14-VAISHAL,*,Claimpower,Microsoft Corporation_Microsoft System CLR Types for SQL Server 2019_15.0.2000.5_x64_
SQL Server 2019,CVE-2024-29985,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,04/09/24 17:16:00,8.8,01/20/26 18:09:13,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/358545/CVE-2024-29985,Microsoft OLE DB Driver for SQL Server Remote Code Execution Vulnerability,2.8,,,15.0.2000.5,CIPLL14-VAISHAL,*,Claimpower,Microsoft Corporation_Microsoft System CLR Types for SQL Server 2019_15.0.2000.5_x64_
SQL Server 2019,CVE-2024-29982,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,04/09/24 17:16:00,8.8,01/20/26 18:09:13,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/358548/CVE-2024-29982,Microsoft OLE DB Driver for SQL Server Remote Code Execution Vulnerability,2.8,,,15.0.2000.5,CIPLL14-VAISHAL,*,Claimpower,Microsoft Corporation_Microsoft System CLR Types for SQL Server 2019_15.0.2000.5_x64_
SQL Server 2019,CVE-2024-29983,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,04/09/24 17:16:00,8.8,01/20/26 18:09:13,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/358547/CVE-2024-29983,Microsoft OLE DB Driver for SQL Server Remote Code Execution Vulnerability,2.8,,,15.0.2000.5,CIPLL14-VAISHAL,*,Claimpower,Microsoft Corporation_Microsoft System CLR Types for SQL Server 2019_15.0.2000.5_x64_
.NET,CVE-2021-27434,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,No,05/20/21 14:15:00,7.5,01/19/26 17:31:51,5,N/A,https://www.vicarius.io/vsociety/vulnerabilities/277232/CVE-2021-27434,"Products with Unified Automation .NET based OPC UA Client/Server SDK Bundle: Versions V3.0.7 and prior (.NET 4.5, 4.0, and 3.5 Framework versions only) are vulnerable to an uncontrolled recursion, which may allow an attacker to trigger a stack overflow.",3.9,,,4.0,CIPLL12-KIRAN,*,Claimpower,Microsoft_.NET Framework 4.0 Full_4.0_x64_
.NET,CVE-2021-27434,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,No,05/20/21 14:15:00,7.5,01/20/26 18:07:18,5,N/A,https://www.vicarius.io/vsociety/vulnerabilities/277232/CVE-2021-27434,"Products with Unified Automation .NET based OPC UA Client/Server SDK Bundle: Versions V3.0.7 and prior (.NET 4.5, 4.0, and 3.5 Framework versions only) are vulnerable to an uncontrolled recursion, which may allow an attacker to trigger a stack overflow.",3.9,,,4.0,CIPLL14-VAISHAL,*,Claimpower,Microsoft_.NET Framework 4.0 Full_4.0_x64_
Asp.net Core,CVE-2024-21386,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,No,02/13/24 18:15:00,7.5,01/19/26 12:40:38,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/352339/CVE-2024-21386,.NET Denial of Service Vulnerability,3.9,,,7.0.10,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 7.0.10 - Shared Framework (x86)_7.0.10.23364_x64_
Asp.net Core,CVE-2025-24070,Microsoft,High,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:H,No,03/11/25 17:16:00,7,01/20/26 03:50:05,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/397848/CVE-2025-24070,Weak authentication in ASP.NET Core &amp. Visual Studio allows an unauthorized attacker to elevate privileges over a network.,2.2,,,8.0.6,CIPLMD50,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
Asp.net Core,CVE-2025-24070,Microsoft,High,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:H,No,03/11/25 17:16:00,7,01/20/26 20:02:30,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/397848/CVE-2025-24070,Weak authentication in ASP.NET Core &amp. Visual Studio allows an unauthorized attacker to elevate privileges over a network.,2.2,,,8.0.6,CIPLMD-DIANA,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
Asp.net Core,CVE-2025-24070,Microsoft,High,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:H,No,03/11/25 17:16:00,7,01/19/26 17:29:28,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/397848/CVE-2025-24070,Weak authentication in ASP.NET Core &amp. Visual Studio allows an unauthorized attacker to elevate privileges over a network.,2.2,,,8.0.6,CIPLL12-KIRAN,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
SQL Server 2019,CVE-2024-28928,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,07/09/24 17:15:00,8.8,01/19/26 12:41:24,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/370865/CVE-2024-28928,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,2.8,,,15.0.2000.5,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft System CLR Types for SQL Server 2019_15.0.2000.5_x64_
Asp.net Core,CVE-2025-24070,Microsoft,High,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:H,No,03/11/25 17:16:00,7,01/20/26 04:55:06,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/397848/CVE-2025-24070,Weak authentication in ASP.NET Core &amp. Visual Studio allows an unauthorized attacker to elevate privileges over a network.,2.2,,,8.0.6,CIPLL25-NEHA,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
.NET,CVE-2024-26190,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,No,03/12/24 17:15:00,7.5,01/19/26 12:40:57,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/355181/CVE-2024-26190,Microsoft QUIC Denial of Service Vulnerability,3.9,,,7.0.10,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft .NET Runtime - 7.0.10 (x64)_56.43.64668_x64_
Asp.net Core,CVE-2025-24070,Microsoft,High,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:H,No,03/11/25 17:16:00,7,01/20/26 18:09:13,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/397848/CVE-2025-24070,Weak authentication in ASP.NET Core &amp. Visual Studio allows an unauthorized attacker to elevate privileges over a network.,2.2,,,8.0.6,CIPLL14-VAISHAL,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
SQL Server 2019,CVE-2024-28928,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,07/09/24 17:15:00,8.8,01/20/26 18:09:13,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/370865/CVE-2024-28928,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,2.8,,,15.0.2000.5,CIPLL14-VAISHAL,*,Claimpower,Microsoft Corporation_Microsoft System CLR Types for SQL Server 2019_15.0.2000.5_x64_
Asp.net Core,CVE-2025-55315,Microsoft,Critical,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:L,No,10/14/25 17:15:00,9.9,01/19/26 12:40:38,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/427498/CVE-2025-55315,Inconsistent interpretation of http requests (http request/response smuggling) in ASP.NET Core allows an authorized attacker to bypass a security feature over a network.,3.1,,,9.0.5,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 9.0.5 Targeting Pack (x86)_9.0.5.25229_x64_
SQL Server 2019,CVE-2024-28926,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,04/09/24 17:15:00,8.8,01/19/26 12:41:24,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/358585/CVE-2024-28926,Microsoft OLE DB Driver for SQL Server Remote Code Execution Vulnerability,2.8,,,15.0.2000.5,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft System CLR Types for SQL Server 2019_15.0.2000.5_x64_
SQL Server 2019,CVE-2025-53727,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,No,08/12/25 18:15:00,8.8,01/20/26 18:06:22,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/418461/CVE-2025-53727,Improper neutralization of special elements used in an sql command (sql injection) in SQL Server allows an authorized attacker to elevate privileges over a network.,2.8,,,15.0.4382.1,CIPLL14-VAISHAL,*,Claimpower,Microsoft Corporation_Microsoft SQL Server 2019 LocalDB _15.0.4382.1_x64_
SQL Server 2019,CVE-2024-28927,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,04/09/24 17:15:00,8.8,01/19/26 12:41:24,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/358584/CVE-2024-28927,Microsoft OLE DB Driver for SQL Server Remote Code Execution Vulnerability,2.8,,,15.0.2000.5,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft System CLR Types for SQL Server 2019_15.0.2000.5_x64_
Asp.net Core,CVE-2025-26682,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,No,04/08/25 18:15:00,7.5,01/19/26 12:43:43,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/402445/CVE-2025-26682,Allocation of resources without limits or throttling in ASP.NET Core allows an unauthorized attacker to deny service over a network.,3.9,,,8.0.6,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
Asp.net Core,CVE-2025-24070,Microsoft,High,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:H,No,03/11/25 17:16:00,7,01/20/26 07:07:09,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/397848/CVE-2025-24070,Weak authentication in ASP.NET Core &amp. Visual Studio allows an unauthorized attacker to elevate privileges over a network.,2.2,,,8.0.6,CIPLLP-CHARLES,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
SQL Server 2019,CVE-2025-49718,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,No,07/08/25 17:15:00,7.5,01/20/26 18:06:22,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/414338/CVE-2025-49718,Use of uninitialized resource in SQL Server allows an unauthorized attacker to disclose information over a network.,3.9,,,15.0.4382.1,CIPLL14-VAISHAL,*,Claimpower,Microsoft Corporation_Microsoft SQL Server 2019 LocalDB _15.0.4382.1_x64_
SQL Server 2019,CVE-2025-49719,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,No,07/08/25 17:15:00,7.5,01/20/26 18:06:22,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/414337/CVE-2025-49719,Improper input validation in SQL Server allows an unauthorized attacker to disclose information over a network.,3.9,,,15.0.4382.1,CIPLL14-VAISHAL,*,Claimpower,Microsoft Corporation_Microsoft SQL Server 2019 LocalDB _15.0.4382.1_x64_
SQL Server 2019,CVE-2025-49717,Microsoft,High,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H,No,07/08/25 17:15:00,8.5,01/20/26 18:06:22,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/414339/CVE-2025-49717,Heap-based buffer overflow in SQL Server allows an authorized attacker to execute code over a network.,1.8,,,15.0.4382.1,CIPLL14-VAISHAL,*,Claimpower,Microsoft Corporation_Microsoft SQL Server 2019 LocalDB _15.0.4382.1_x64_
Asp.net Core,CVE-2025-55315,Microsoft,Critical,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:L,No,10/14/25 17:15:00,9.9,01/20/26 03:39:23,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/427498/CVE-2025-55315,Inconsistent interpretation of http requests (http request/response smuggling) in ASP.NET Core allows an authorized attacker to bypass a security feature over a network.,3.1,,,8.0.6,CIPLLP-SONALI,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
SQL Server 2019,CVE-2024-21415,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,07/09/24 17:15:00,8.8,01/19/26 12:41:24,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/372551/CVE-2024-21415,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,2.8,,,15.0.2000.5,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft System CLR Types for SQL Server 2019_15.0.2000.5_x64_
SQL Server 2019,CVE-2024-21414,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,07/09/24 17:15:00,8.8,01/19/26 12:41:24,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/372552/CVE-2024-21414,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,2.8,,,15.0.2000.5,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft System CLR Types for SQL Server 2019_15.0.2000.5_x64_
SQL Server 2019,CVE-2024-21428,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,07/09/24 17:15:00,8.8,01/19/26 12:41:24,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/372548/CVE-2024-21428,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,2.8,,,15.0.2000.5,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft System CLR Types for SQL Server 2019_15.0.2000.5_x64_
Asp.net Core,CVE-2025-55315,Microsoft,Critical,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:L,No,10/14/25 17:15:00,9.9,01/20/26 06:55:35,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/427498/CVE-2025-55315,Inconsistent interpretation of http requests (http request/response smuggling) in ASP.NET Core allows an authorized attacker to bypass a security feature over a network.,3.1,,,8.0.6,CIPLLP-NASEEM,*,Claimpower,Microsoft Corporation_Microsoft ASP.NET Core 8.0.6 Targeting Pack (x64)_8.0.6.24269_x64_
SQL Server 2019,CVE-2024-21373,Microsoft,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,No,07/09/24 17:15:00,8.8,01/19/26 12:41:24,0,N/A,https://www.vicarius.io/vsociety/vulnerabilities/372554/CVE-2024-21373,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,2.8,,,15.0.2000.5,CIPLL20-SHWETA,*,Claimpower,Microsoft Corporation_Microsoft System CLR Types for SQL Server 2019_15.0.2000.5_x64_
