Endpoint,IP,OS,Group,Agent Version,System status,First Seen,Last Seen,Antivirus Database Version,EPP Best Practice,Open Alerts,Vulnerabilities,Misconfigurations
MACMD463,172.20.50.76,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:28","20 Feb 2026, 15:57",8.20.72.192,Yes,0,3,58
MACMD461,172.20.80.76,Windows,USB Alllowed Group,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:04",8.20.72.186,Yes,0,10,55
MACMD460,172.20.120.68,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:02","21 Feb 2026, 16:06",8.20.72.186,Yes,0,1,54
MACMD459,172.20.120.32,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:19","21 Feb 2026, 16:06",8.20.72.192,Yes,0,2,54
MACMD458,172.20.110.145,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","20 Feb 2026, 17:38",8.20.72.196,Yes,0,1,53
MACMD457,172.20.80.171,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:07",8.20.72.186,Yes,0,13,54
MACMD456,172.20.80.223,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:07",8.20.72.186,Yes,0,11,58
MACMD455,172.20.110.136,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:48","21 Feb 2026, 16:06",8.20.72.206,Yes,0,2,54
MACMD454,172.20.80.215,Windows,Manually Installed Agents,4.31.0.19214,OK,"26 Dec 2025, 13:41","21 Feb 2026, 15:03",8.20.72.186,Yes,0,2,54
MACMD453,172.20.120.14,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:56","20 Feb 2026, 18:40",8.20.72.192,Yes,0,1,53
MACMD452,172.20.80.67,Windows,Manually Installed Agents,4.31.0.19214,OK,"03 Dec 2025, 08:40","21 Feb 2026, 15:13",8.20.72.186,Yes,0,2,53
MACMD450,172.20.80.252,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:04","20 Feb 2026, 17:06",8.20.72.192,Yes,0,3,54
MACMD449,172.20.131.32,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 12:28","20 Feb 2026, 17:41",8.20.72.192,Yes,0,11,59
MACMD448,172.20.110.59,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:07",8.20.72.186,Yes,0,3,53
MACMD447,172.20.110.16,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:08","20 Feb 2026, 17:00",8.20.72.192,Yes,0,3,54
MACMD446,172.20.70.163,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:07",8.20.72.200,Yes,0,10,56
MACMD445,172.20.110.74,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Jan 2026, 11:18","20 Feb 2026, 18:44",8.20.72.192,Yes,0,1,53
MACMD444,172.20.80.200,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 22:05","21 Feb 2026, 16:05",8.20.72.186,Yes,0,3,55
MACMD443,172.20.80.117,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:59","21 Feb 2026, 16:04",8.20.72.206,Yes,0,6,54
MACMD442,172.20.80.60,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:59","21 Feb 2026, 12:30",8.20.72.192,Yes,0,4,54
MACMD440,172.20.70.16,Windows,USB Alllowed Group,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 10:31",8.20.72.186,Yes,0,16,60
MACMD439,172.20.110.135,Windows,Manually Installed Agents,4.31.0.19214,OK,"15 Dec 2025, 12:49","21 Feb 2026, 16:08",8.20.72.192,Yes,0,1,56
MACMD438,172.20.120.20,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:04","20 Feb 2026, 18:54",8.20.72.192,Yes,0,3,55
MACMD437,172.20.80.86,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:07",8.20.72.186,Yes,0,31,55
MACMD435,172.20.80.245,Windows,USB Alllowed Group,4.31.0.19214,OK,"01 Dec 2025, 09:10","20 Feb 2026, 15:08",8.20.72.192,Yes,0,6,58
MACMD434,172.20.120.35,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 10:38","21 Feb 2026, 15:56",8.20.72.192,Yes,0,1,57
MACMD433,172.20.90.10,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 11:07","21 Feb 2026, 15:22",8.20.72.192,Yes,0,2,53
MACMD431,172.20.120.26,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:07",8.20.72.186,Yes,0,2,53
MACMD430,172.20.80.154,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:07",8.20.72.192,Yes,0,2,53
MACMD429,172.20.80.196,Windows,Manually Installed Agents,4.31.0.19214,OK,"22 Jan 2026, 07:18","21 Feb 2026, 16:02",8.20.72.186,Yes,0,1,54
MACMD429,172.20.80.196,Windows,Manually Installed Agents,4.30.1.18852,OK,"01 Dec 2025, 07:59","22 Jan 2026, 06:23",8.20.70.52,Yes,0,14,57
MACMD428,172.20.70.20,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:06",8.20.72.186,Yes,0,12,57
MACMD427,172.20.80.42,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:04",8.20.72.186,Yes,0,29,58
MACMD426,172.20.70.21,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 12:28",8.20.72.192,Yes,0,3,53
MACMD425,172.20.80.97,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:05",8.20.72.186,Yes,0,38,55
MACMD424,172.20.80.17,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:06",8.20.72.186,Yes,0,39,59
MACMD422,172.20.70.18,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:06",8.20.72.186,Yes,0,4,53
MACMD421,172.20.70.15,Windows,USB Alllowed Group,4.31.0.19214,OK,"22 Dec 2025, 11:53","21 Feb 2026, 16:07",8.20.72.192,Yes,0,2,54
MACMD420,172.20.80.98,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","20 Feb 2026, 17:39",8.20.72.186,Yes,0,25,60
MACMD419,172.20.80.37,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 11:39","21 Feb 2026, 16:07",8.20.72.186,Yes,0,6,51
MACMD418,172.20.80.24,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 10:38",8.20.72.186,Yes,0,25,59
MACMD417,172.20.110.46,Windows,Manually Installed Agents,4.31.0.19214,OK,"02 Dec 2025, 09:08","20 Feb 2026, 18:51",8.20.72.192,Yes,0,4,53
MACMD416,172.20.80.139,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:05",8.20.72.186,Yes,0,8,59
MACMD415,100.63.27.13,Windows,USB Alllowed Group,4.31.0.19214,OK,"19 Jan 2026, 15:38","21 Feb 2026, 15:42",8.20.72.186,Yes,0,1,53
MACMD414,172.20.80.208,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:52","20 Feb 2026, 17:00",8.20.72.192,Yes,0,2,54
MACMD413,172.20.80.249,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:05",8.20.72.186,Yes,0,3,53
MACMD412,172.20.70.111,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:08",8.20.72.186,Yes,0,33,59
MACMD411,172.20.131.39,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 11:39","20 Feb 2026, 18:06",8.20.72.192,Yes,0,37,59
MACMD410,172.20.70.128,Windows,USB Alllowed Group,4.31.0.19214,OK,"01 Dec 2025, 09:17","19 Feb 2026, 17:42",8.20.72.174,Yes,0,21,57
MACMD409,172.20.110.61,Windows,Manually Installed Agents,4.31.0.19214,OK,"05 Jan 2026, 14:42","21 Feb 2026, 16:04",8.20.72.192,Yes,0,1,53
MACMD408,172.20.80.20,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:06",8.20.72.186,Yes,0,9,59
MACMD406,172.20.110.139,Windows,Manually Installed Agents,4.31.0.19214,OK,"30 Dec 2025, 12:00","21 Feb 2026, 16:07",8.20.72.192,Yes,0,1,53
MACMD404,172.20.80.41,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:07",8.20.72.186,Yes,0,37,59
MACMD403,172.20.80.36,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:20","21 Feb 2026, 16:07",8.20.72.186,Yes,0,35,60
MACMD402,172.20.110.94,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:14","21 Feb 2026, 16:08",8.20.72.186,Yes,0,5,54
MACMD401,172.20.120.50,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:01","21 Feb 2026, 16:07",8.20.72.192,Yes,0,1,50
MACMD400,172.20.110.132,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:08",8.20.72.186,Yes,0,2,54
MACMD399,172.20.30.52,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:04",8.20.72.196,Yes,0,3,57
MACMD397,172.20.120.41,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:04","20 Feb 2026, 18:24",8.20.72.192,Yes,0,2,54
MACMD396,172.20.30.158,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:45","20 Feb 2026, 15:32",8.20.72.192,Yes,0,4,57
MACMD394,172.20.121.56,Windows,Manually Installed Agents,4.30.1.19100,OK,"18 Dec 2025, 16:18","05 Feb 2026, 18:19",8.20.70.54,Yes,0,2,52
MACMD393,172.20.30.142,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:07",8.20.72.186,Yes,0,3,56
MACMD391,172.20.80.12,Windows,Manually Installed Agents,4.31.0.19214,OK,"03 Dec 2025, 10:42","20 Feb 2026, 17:59",8.20.72.186,Yes,0,2,53
MACMD39,172.20.70.93,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:04",8.20.72.186,Yes,0,1,58
MACMD389,172.20.110.89,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:08",8.20.72.206,Yes,0,2,53
MACMD387,172.20.131.33,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:08",8.20.72.186,Yes,0,1,51
MACMD386,172.20.30.10,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:49","21 Feb 2026, 16:07",8.20.72.186,Yes,0,5,56
MACMD385,172.20.110.116,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:09",8.20.72.186,Yes,0,3,51
MACMD383,172.20.121.33,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:08",8.20.72.186,Yes,0,3,54
MACMD380,172.20.110.123,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:42","21 Feb 2026, 16:05",8.20.72.186,Yes,0,3,50
MACMD379,172.20.80.46,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:05",8.20.72.192,Yes,0,1,53
MACMD377,172.20.80.251,Windows,Manually Installed Agents,4.31.0.19214,OK,"17 Feb 2026, 12:32","17 Feb 2026, 16:00",N/A,Yes,0,0,0
MACMD376,172.20.80.178,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:05",8.20.72.186,Yes,0,4,57
MACMD375,172.20.80.125,Windows,USB Alllowed Group,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:09",8.20.72.186,Yes,0,7,54
MACMD374,172.20.80.164,Windows,USB Allow to Test DLP Policy,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:09",8.20.72.186,Yes,0,4,56
MACMD373,172.20.90.20,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:35","21 Feb 2026, 16:05",8.20.72.186,Yes,0,4,56
MACMD372,172.20.121.59,Windows,Manually Installed Agents,4.31.0.19214,OK,"19 Dec 2025, 11:56","21 Feb 2026, 14:36",8.20.72.174,Yes,0,1,53
MACMD371,172.20.80.210,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:06",8.20.72.196,Yes,0,30,54
MACMD370,172.20.80.219,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:06",8.20.72.186,Yes,0,27,55
MACMD369,172.20.50.48,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:05","20 Feb 2026, 17:47",8.20.72.192,Yes,0,3,56
MACMD368,172.20.110.97,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:40","21 Feb 2026, 15:59",8.20.72.206,Yes,0,2,53
MACMD367,172.20.110.153,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:46","20 Feb 2026, 18:15",8.20.72.192,Yes,0,2,58
MACMD366,172.20.30.183,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:07",8.20.72.186,Yes,0,4,56
MACMD364,172.20.80.225,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:04",8.20.72.186,Yes,0,3,55
MACMD363,172.20.30.136,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 01:44",8.20.72.186,Yes,0,4,56
MACMD362,172.20.110.109,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:53","21 Feb 2026, 16:00",8.20.72.192,Yes,0,3,54
MACMD361,172.20.80.70,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:04",8.20.72.186,Yes,0,28,52
MACMD360,172.20.110.40,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:08","20 Feb 2026, 16:33",8.20.72.192,Yes,0,3,56
MACMD359,172.20.110.29,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:46","21 Feb 2026, 16:04",8.20.72.192,Yes,0,2,51
MACMD358,172.20.80.3,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:01",8.20.72.186,Yes,0,2,51
MACMD357,172.20.131.37,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:06",8.20.72.186,Yes,0,19,59
MACMD356,172.20.50.35,Windows,Manually Installed Agents,4.31.0.19214,OK,"02 Dec 2025, 09:28","21 Feb 2026, 16:08",8.20.72.186,Yes,0,2,54
MACMD355,172.20.80.214,Windows,Manually Installed Agents,4.31.0.19214,OK,"31 Dec 2025, 17:01","21 Feb 2026, 16:05",8.20.72.174,Yes,0,3,54
MACMD354,172.20.131.34,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:06",8.20.72.186,Yes,0,44,58
MACMD353,172.20.80.26,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:57","21 Feb 2026, 16:06",8.20.72.186,Yes,0,7,59
MACMD352,172.20.110.12,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:59","21 Feb 2026, 16:01",8.20.72.192,Yes,0,2,54
MACMD351,172.20.80.47,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:08",8.20.72.186,Yes,0,5,55
MACMD350,172.20.80.5,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:04","20 Feb 2026, 18:16",8.20.72.192,Yes,0,2,50
MACMD35,172.20.50.66,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:08",8.20.72.186,Yes,0,4,62
MACMD349,172.20.50.34,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:05",8.20.72.192,Yes,0,3,55
MACMD348,172.20.121.57,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:40","21 Feb 2026, 11:01",8.20.72.192,Yes,0,2,54
MACMD347,172.20.110.158,Windows,Manually Installed Agents,4.31.0.19214,OK,"03 Dec 2025, 09:31","21 Feb 2026, 16:06",8.20.72.192,Yes,0,1,52
MACMD346,172.20.80.107,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 15:52",8.20.72.192,Yes,0,20,56
MACMD345,172.20.80.201,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:05",8.20.72.186,Yes,0,4,54
MACMD344,172.20.110.73,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:47","21 Feb 2026, 15:57",8.20.72.192,Yes,0,3,52
MACMD343,172.20.90.25,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:00","21 Feb 2026, 16:04",8.20.72.192,Yes,0,2,54
MACMD342,172.20.80.18,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","20 Feb 2026, 20:17",8.20.72.192,Yes,0,28,54
MACMD340,172.20.110.155,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:11","20 Feb 2026, 16:27",8.20.72.192,Yes,0,2,56
MACMD339,172.20.110.87,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:06","19 Feb 2026, 18:00",8.20.72.174,Yes,0,4,50
MACMD338,172.20.110.95,Windows,Manually Installed Agents,4.30.1.18852,OK,"01 Dec 2025, 09:03","29 Jan 2026, 15:26",8.20.69.216,Yes,0,3,10
MACMD338,172.20.110.95,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Feb 2026, 16:45","21 Feb 2026, 16:07",8.20.72.192,Yes,0,1,51
MACMD337,172.20.110.64,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:03","21 Feb 2026, 15:59",8.20.72.192,Yes,0,1,54
MACMD336,172.20.120.12,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:08","21 Feb 2026, 15:36",8.20.72.192,Yes,0,1,53
MACMD335,172.20.80.132,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:04",8.20.72.186,Yes,0,47,58
MACMD334,172.20.121.51,Windows,Manually Installed Agents,4.31.0.19214,OK,"02 Dec 2025, 09:20","20 Feb 2026, 18:23",8.20.72.192,Yes,0,1,57
MACMD333,172.20.110.161,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:40","21 Feb 2026, 14:48",8.20.72.206,Yes,0,2,52
MACMD332,172.20.110.96,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:30","21 Feb 2026, 15:59",8.20.72.192,Yes,0,4,50
MACMD331,172.20.90.27,Windows,Manually Installed Agents,4.31.0.19214,OK,"03 Dec 2025, 23:55","20 Feb 2026, 12:19",8.20.72.192,Yes,0,2,56
MACMD330,172.20.110.21,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:06",8.20.72.186,Yes,0,1,55
MACMD329,172.20.50.30,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:06",8.20.72.186,Yes,0,5,58
MACMD328,172.20.121.45,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:13","20 Feb 2026, 18:15",8.20.72.192,Yes,0,4,55
MACMD327,172.20.80.35,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:05",8.20.72.186,Yes,0,48,59
MACMD326,172.20.121.48,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:11","20 Feb 2026, 18:33",8.20.72.186,Yes,0,5,57
MACMD3255,172.20.30.163,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:38","21 Feb 2026, 10:42",8.20.72.192,Yes,0,4,56
MACMD323,172.20.80.240,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:53","21 Feb 2026, 16:05",8.20.72.186,Yes,0,16,54
MACMD322,172.20.80.211,Windows,IT Applications,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:04",8.20.72.186,Yes,0,26,61
MACMD321,172.20.80.133,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:04",8.20.72.192,Yes,0,19,58
MACMD320,172.20.50.27,Windows,T_Deploy,4.31.0.19214,OK,"01 Dec 2025, 08:04","20 Feb 2026, 17:21",8.20.72.192,Yes,0,4,53
MACMD319,172.20.80.206,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:17","20 Feb 2026, 18:13",8.20.72.192,Yes,0,2,56
MACMD318,172.20.120.44,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:05","21 Feb 2026, 08:51",8.20.72.192,Yes,0,2,54
MACMD317,172.20.120.43,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:51","21 Feb 2026, 15:55",8.20.72.192,Yes,0,1,50
MACMD316,172.20.110.62,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:01","20 Feb 2026, 17:57",8.20.72.192,Yes,0,2,54
MACMD315,172.20.121.68,Windows,Manually Installed Agents,4.31.0.19214,OK,"18 Dec 2025, 10:27","21 Feb 2026, 15:36",8.20.72.186,Yes,0,1,53
MACMD314,172.20.110.19,Windows,Manually Installed Agents,4.31.0.19214,OK,"13 Dec 2025, 16:02","21 Feb 2026, 16:05",8.20.72.192,Yes,0,1,53
MACMD313,172.20.120.69,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:57","17 Feb 2026, 12:01",8.20.72.156,Yes,0,1,50
MACMD312,172.20.110.126,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:05","21 Feb 2026, 14:27",8.20.72.186,Yes,0,2,54
MACMD311,172.20.110.81,Windows,Manually Installed Agents,4.31.0.19214,OK,"05 Dec 2025, 09:17","21 Feb 2026, 16:07",8.20.72.186,Yes,0,2,55
MACMD310,172.20.80.175,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:06",8.20.72.200,Yes,0,7,55
MACMD309,172.20.120.66,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:06",8.20.72.186,Yes,0,1,54
MACMD308,172.20.110.11,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:06",8.20.72.186,Yes,0,1,53
MACMD307,172.20.80.134,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:09",8.20.72.186,Yes,0,5,54
MACMD306,172.20.110.125,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:05",8.20.72.186,Yes,0,1,50
MACMD305,172.20.80.167,Windows,IT Infra - SOC,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:04",8.20.72.186,Yes,0,3,51
MACMD304,172.20.80.233,Windows,Manually Installed Agents,4.31.0.19214,OK,"04 Dec 2025, 09:10","20 Feb 2026, 18:10",8.20.72.192,Yes,0,5,54
MACMD303,172.20.80.148,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:08",8.20.72.186,Yes,0,31,59
MACMD302,172.20.80.188,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 12:14","20 Feb 2026, 18:11",8.20.72.192,Yes,0,13,51
MACMD301,172.20.110.163,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:50","21 Feb 2026, 15:04",8.20.72.192,Yes,0,1,51
MACMD300,172.20.80.62,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:05",8.20.72.186,Yes,0,3,56
MACMD299,172.20.110.13,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:33","21 Feb 2026, 16:06",8.20.72.186,Yes,0,3,53
MACMD298,172.20.30.178,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:38","20 Feb 2026, 17:46",8.20.72.200,Yes,0,4,58
MACMD297,172.20.120.23,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:09",8.20.72.186,Yes,0,1,50
MACMD296,172.20.110.102,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:29","21 Feb 2026, 11:22",8.20.72.192,Yes,0,2,54
MACMD295,172.20.90.12,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:07","21 Feb 2026, 16:02",8.20.72.202,Yes,0,9,53
MACMD294,172.20.110.67,Windows,Manually Installed Agents,4.31.0.19214,OK,"14 Jan 2026, 19:11","21 Feb 2026, 16:06",8.20.72.192,Yes,0,1,54
MACMD293,172.20.120.62,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:06","20 Feb 2026, 18:25",8.20.72.192,Yes,0,2,53
MACMD292,172.20.110.138,Windows,Manually Installed Agents,4.31.0.19214,OK,"03 Dec 2025, 08:51","20 Feb 2026, 18:10",8.20.72.192,Yes,0,1,56
MACMD291,172.20.110.18,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:08",8.20.72.186,Yes,0,1,54
MACMD290,172.20.80.169,Windows,Manually Installed Agents,4.31.0.19214,OK,"12 Dec 2025, 21:19","21 Feb 2026, 16:08",8.20.72.186,Yes,0,9,57
MACMD288,172.20.120.70,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:22","20 Feb 2026, 18:40",8.20.72.192,Yes,0,3,51
MACMD287,172.20.121.38,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:06",8.20.72.186,Yes,0,6,57
