Endpoint,IP,OS,Group,Agent Version,System status,First Seen,Last Seen,Antivirus Database Version,EPP Best Practice,Open Alerts,Vulnerabilities,Misconfigurations
MACMHYPVINFOS,192.168.101.174,Windows,Manually Installed Agents,4.31.0.19214,OK,"17 Jan 2026, 19:14","21 Feb 2026, 16:07",8.20.72.186,Yes,0,3,40
MACMGRCTOOL,192.168.101.233,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:06",8.20.72.186,Yes,0,1,40
MACMETRSTN1,192.168.101.196,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:08",8.20.72.186,Yes,0,1,38
MACMESPCDB,192.168.101.219,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:05",8.20.72.186,Yes,0,40,41
MACMDC03,172.20.110.10,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:06",8.20.72.200,Yes,0,1,41
MACMDC01,192.168.101.20,Windows,Windows Servers,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:07",8.20.72.186,Yes,0,1,51
MACMD916,172.20.80.59,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:43","21 Feb 2026, 16:08",8.20.72.186,Yes,0,1,57
MACMD915,172.20.50.21,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:43","21 Feb 2026, 16:08",8.20.72.186,Yes,0,1,56
MACMD913,172.20.80.77,Windows,Manually Installed Agents,4.31.0.19214,OK,"27 Dec 2025, 12:15","20 Feb 2026, 17:42",8.20.72.192,Yes,0,1,55
MACMD912,172.20.80.93,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:18","21 Feb 2026, 16:09",8.20.72.186,Yes,0,1,56
MACMD911,172.20.80.104,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:05","20 Feb 2026, 18:32",8.20.72.192,Yes,0,1,53
MACMD910,172.20.80.80,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:03","20 Feb 2026, 13:13",8.20.72.192,Yes,0,1,57
MACMD894,172.20.30.54,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:13","20 Feb 2026, 16:41",8.20.72.192,Yes,0,2,53
MACMD869,172.20.80.51,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 13:24","21 Feb 2026, 16:04",8.20.72.186,Yes,0,2,56
MACMD868,172.20.80.27,Windows,Manually Installed Agents,4.31.0.19214,OK,"29 Dec 2025, 18:29","21 Feb 2026, 16:07",8.20.72.186,Yes,0,2,50
MACMD866,172.20.80.159,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 11:48","21 Feb 2026, 16:07",8.20.72.186,Yes,0,2,56
MACMD859,172.20.80.89,Windows,Manually Installed Agents,4.31.0.19214,OK,"29 Dec 2025, 21:03","21 Feb 2026, 16:08",8.20.72.186,Yes,0,2,60
MACMD858,172.20.80.88,Windows,Manually Installed Agents,4.31.0.19214,OK,"27 Dec 2025, 15:45","21 Feb 2026, 15:53",8.20.72.186,Yes,0,1,56
MACMD857,172.20.80.179,Windows,Manually Installed Agents,4.31.0.19214,OK,"06 Dec 2025, 14:41","21 Feb 2026, 16:07",8.20.72.186,Yes,0,2,54
MACMD856,172.20.121.30,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:06","20 Feb 2026, 18:16",8.20.72.192,Yes,0,2,55
MACMD855,172.20.50.26,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:06",8.20.72.186,Yes,0,2,54
MACMD854,172.20.50.25,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:06",8.20.72.186,Yes,0,2,54
MACMD853,172.20.110.104,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:36","21 Feb 2026, 16:04",8.20.72.190,Yes,0,2,53
MACMD852,172.20.110.35,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:54","21 Feb 2026, 15:56",8.20.72.192,Yes,0,2,56
MACMD851,172.20.110.47,Windows,Manually Installed Agents,4.31.0.19214,OK,"16 Dec 2025, 12:38","21 Feb 2026, 16:07",8.20.72.192,Yes,0,1,56
MACMD850,172.20.110.137,Windows,Manually Installed Agents,4.31.0.19214,OK,"29 Jan 2026, 11:32","21 Feb 2026, 15:36",8.20.72.192,Yes,0,1,53
MACMD85,172.20.50.43,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:07",8.20.72.186,Yes,0,5,59
MACMD849,172.20.30.68,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:08",8.20.72.186,Yes,0,2,57
MACMD846,172.20.80.19,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:07",8.20.72.192,Yes,0,2,58
MACMD845,172.20.110.82,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:55","21 Feb 2026, 16:02",8.20.72.192,Yes,0,2,54
MACMD844,172.20.110.190,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:52","21 Feb 2026, 16:05",8.20.72.216,Yes,0,2,54
MACMD842,172.20.80.48,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:08",8.20.72.186,Yes,0,3,56
MACMD840,172.20.80.9,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:05",8.20.72.186,Yes,0,3,54
MACMD839,172.20.80.165,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:49","21 Feb 2026, 16:07",8.20.72.186,Yes,0,15,57
MACMD836,172.20.80.144,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 10:43","21 Feb 2026, 16:08",8.20.72.212,Yes,0,4,53
MACMD830,172.20.80.239,Windows,Manually Installed Agents,4.31.0.19214,OK,"30 Dec 2025, 17:05","21 Feb 2026, 16:05",8.20.72.186,Yes,0,1,54
MACMD829,172.20.80.145,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:35","21 Feb 2026, 16:06",8.20.72.186,Yes,0,3,57
MACMD826,172.20.50.97,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","20 Feb 2026, 16:07",8.20.72.186,Yes,0,1,53
MACMD825,172.20.30.29,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","17 Feb 2026, 12:08",8.20.72.156,Yes,0,2,54
MACMD824,172.20.30.51,Windows,Manually Installed Agents,4.31.0.19214,OK,"16 Dec 2025, 19:07","21 Feb 2026, 16:04",8.20.72.186,Yes,0,2,54
MACMD823,172.20.90.23,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:08",8.20.72.192,Yes,0,2,53
MACMD822,172.20.80.247,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:18","20 Feb 2026, 17:23",8.20.72.192,Yes,0,2,56
MACMD821,172.20.121.28,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:09","21 Feb 2026, 16:05",8.20.72.192,Yes,0,2,54
MACMD820,172.20.80.90,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:08",8.20.72.186,Yes,0,8,55
MACMD819,172.20.30.62,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:04","21 Feb 2026, 16:07",8.20.72.186,Yes,0,3,53
MACMD818,172.20.80.102,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:03","20 Feb 2026, 18:05",8.20.72.192,Yes,0,12,53
MACMD817,172.20.30.92,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 10:52","20 Feb 2026, 18:54",8.20.72.186,Yes,0,5,56
MACMD816,172.20.70.19,Windows,USB Alllowed Group,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:06",8.20.72.186,Yes,0,2,55
MACMD815,172.20.80.118,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:08",8.20.72.186,Yes,0,3,49
MACMD814,172.20.80.61,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:45","20 Feb 2026, 18:06",8.20.72.186,Yes,0,2,61
MACMD813,172.20.80.195,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:17","20 Feb 2026, 19:04",8.20.72.192,Yes,0,2,57
MACMD812,172.20.70.29,Windows,USB Alllowed Group,4.31.0.19214,OK,"01 Dec 2025, 05:35","21 Feb 2026, 15:58",8.20.72.186,Yes,0,3,50
MACMD811,172.20.121.26,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:06",8.20.72.186,Yes,0,4,56
MACMD810,172.20.80.126,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:04",8.20.72.192,Yes,0,3,52
MACMD809,172.20.80.25,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:05",8.20.72.196,Yes,0,3,54
MACMD808,172.20.131.31,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:37","21 Feb 2026, 16:09",8.20.72.200,Yes,0,2,57
MACMD807,172.20.80.244,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:07",8.20.72.190,Yes,0,5,56
MACMD806,172.20.120.42,Windows,Manually Installed Agents,4.31.0.19214,OK,"31 Dec 2025, 09:44","21 Feb 2026, 15:47",8.20.72.186,Yes,0,1,53
MACMD805,172.20.110.122,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:51","21 Feb 2026, 16:06",8.20.72.192,Yes,0,1,53
MACMD804,172.20.80.161,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","20 Feb 2026, 18:07",8.20.72.192,Yes,0,3,54
MACMD803,172.20.110.80,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:44","20 Feb 2026, 17:58",8.20.72.192,Yes,0,2,53
MACMD801,100.63.27.13,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:07",8.20.72.174,Yes,0,2,53
MACMD799,172.20.120.10,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:08",8.20.72.186,Yes,0,2,56
MACMD798,172.20.120.33,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:35","21 Feb 2026, 16:07",8.20.72.186,Yes,0,2,56
MACMD797,172.20.80.142,Windows,Manually Installed Agents,4.31.0.19214,OK,"27 Dec 2025, 14:31","20 Feb 2026, 18:24",8.20.72.192,Yes,0,1,53
MACMD796,172.20.120.11,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:06",8.20.72.186,Yes,0,3,56
MACMD795,172.20.120.29,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:00","21 Feb 2026, 15:59",8.20.72.186,Yes,0,3,56
MACMD794,100.63.27.13,Mac,USB Allowed Group - MAC,4.31.0.15047,OK,"01 Dec 2025, 08:00","20 Feb 2026, 17:18",8.20.72.196,Yes,0,0,0
MACMD791,172.20.120.51,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 15:59",8.20.72.174,Yes,0,3,52
MACMD790,172.20.80.23,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:33","21 Feb 2026, 16:05",8.20.72.186,Yes,0,7,54
MACMD789,172.20.80.31,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:06",8.20.72.186,Yes,0,11,57
MACMD787,100.63.27.13,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:36","21 Feb 2026, 16:02",8.20.72.192,Yes,0,4,57
MACMD786,172.20.70.22,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:05",8.20.72.186,Yes,0,4,56
MACMD785,172.20.70.32,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 11:25","21 Feb 2026, 16:07",8.20.72.186,Yes,0,2,54
MACMD784,172.20.80.16,Mac,USB Allowed Group - MAC,4.31.0.15047,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:06",8.20.72.206,Yes,0,0,0
MACMD783,172.20.80.155,Linux,Manually Installed Agents - Linux,4.31.0.16354,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:05",8.20.72.216,No,0,0,0
MACMD782,172.20.80.226,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:08",8.20.72.186,Yes,0,6,57
MACMD781,172.20.80.232,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:04",8.20.72.186,Yes,0,2,57
MACMD780,172.20.80.150,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:01",8.20.72.190,Yes,0,17,59
MACMD779,172.20.80.152,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:05",8.20.72.186,Yes,0,13,51
MACMD777,172.20.80.182,Windows,Manually Installed Agents,4.31.0.19214,OK,"09 Dec 2025, 13:44","21 Feb 2026, 16:04",8.20.72.186,Yes,0,2,54
MACMD776,172.20.30.190,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:04",8.20.72.186,Yes,0,3,54
MACMD773,172.20.30.174,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:16","17 Feb 2026, 15:45",8.20.72.152,Yes,0,1,53
MACMD773,172.20.30.174,Windows,Manually Installed Agents,4.31.0.19214,OK,"17 Feb 2026, 17:52","21 Feb 2026, 16:07",8.20.72.186,Yes,0,1,53
MACMD772,172.20.30.28,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","20 Feb 2026, 18:05",8.20.72.200,Yes,0,3,57
MACMD771,172.20.70.38,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:34","20 Feb 2026, 17:41",8.20.72.192,Yes,0,2,57
MACMD770,172.20.131.30,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:35","21 Feb 2026, 16:08",8.20.72.186,Yes,0,2,54
MACMD769,172.20.80.185,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:04",8.20.72.192,Yes,0,3,56
MACMD768,172.20.80.56,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:06",8.20.72.186,Yes,0,4,60
MACMD767,172.20.120.13,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:09",8.20.72.186,Yes,0,2,53
MACMD766,172.20.120.67,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:08",8.20.72.186,Yes,0,3,50
MACMD765,172.20.110.24,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:57","21 Feb 2026, 16:02",8.20.72.206,Yes,0,2,53
MACMD764,100.63.27.13,Windows,Manually Installed Agents,4.31.0.19214,OK,"16 Dec 2025, 15:04","21 Feb 2026, 16:02",8.20.72.174,Yes,0,1,53
MACMD763,172.20.121.67,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Jan 2026, 12:43","21 Feb 2026, 15:50",8.20.72.192,Yes,0,2,52
MACMD762,172.20.80.153,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:04",8.20.72.186,Yes,0,4,57
MACMD760,172.20.80.5,Windows,Manually Installed Agents,4.31.0.19139,OK,"04 Dec 2025, 06:35","13 Feb 2026, 15:30",8.20.71.184,Yes,0,2,56
MACMD759,172.20.110.93,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:37","21 Feb 2026, 16:05",8.20.72.192,Yes,0,2,57
MACMD758,172.20.80.149,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:04",8.20.72.186,Yes,0,1,56
MACMD757,172.20.80.28,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:05",8.20.72.186,Yes,0,2,57
MACMD756,172.20.120.56,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:00","21 Feb 2026, 16:05",8.20.72.192,Yes,0,2,56
MACMD755,172.20.120.18,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 07:06","21 Feb 2026, 16:06",8.20.72.186,Yes,0,3,56
MACMD754,169.254.161.36,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:00",8.20.72.186,Yes,0,1,56
MACMD753,172.20.131.44,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:35","21 Feb 2026, 16:05",8.20.72.186,Yes,0,14,57
MACMD752,172.20.80.58,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:05",8.20.72.186,Yes,0,3,0
MACMD751,172.20.70.17,Windows,Manually Installed Agents,4.31.0.19139,OK,"01 Dec 2025, 09:05","10 Feb 2026, 21:24",8.20.71.172,Yes,0,9,55
MACMD751,172.20.70.17,Windows,Manually Installed Agents,4.31.0.19214,OK,"10 Feb 2026, 23:31","21 Feb 2026, 16:04",8.20.72.186,Yes,0,1,52
MACMD750,172.20.80.168,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:06",8.20.72.186,Yes,0,17,59
MACMD749,172.20.80.205,Windows,USB Alllowed Group,4.31.0.19214,OK,"01 Dec 2025, 09:03","20 Feb 2026, 17:51",8.20.72.192,Yes,0,2,57
MACMD748,172.20.110.105,Windows,Manually Installed Agents,4.31.0.19214,OK,"04 Feb 2026, 12:59","21 Feb 2026, 15:55",8.20.72.170,Yes,0,1,53
MACMD747,172.20.110.133,Windows,Manually Installed Agents,4.31.0.19214,OK,"11 Feb 2026, 13:02","21 Feb 2026, 16:05",8.20.72.192,Yes,0,1,53
MACMD746,172.20.80.218,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 11:09","20 Feb 2026, 20:06",8.20.72.186,Yes,0,4,65
MACMD745,172.20.110.120,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:42","21 Feb 2026, 16:05",8.20.72.186,Yes,0,2,56
MACMD744,172.20.90.17,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:17","20 Feb 2026, 17:38",8.20.72.186,Yes,0,2,56
MACMD743,172.20.80.112,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:08",8.20.72.200,Yes,0,9,56
MACMD742,172.20.110.65,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:54","21 Feb 2026, 16:04",8.20.72.186,Yes,0,2,56
MACMD739,172.20.80.73,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:08",8.20.72.186,Yes,0,4,57
MACMD738,172.20.131.43,Windows,test av scan,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:06",8.20.72.186,Yes,0,25,59
MACMD737,172.20.80.191,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:37","21 Feb 2026, 16:06",8.20.72.190,Yes,0,28,57
MACMD735,172.20.80.176,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:04",8.20.72.186,Yes,0,25,57
MACMD734,172.20.70.31,Windows,Manually Installed Agents,4.31.0.19214,OK,"24 Dec 2025, 16:01","21 Feb 2026, 15:58",8.20.72.186,Yes,0,4,54
MACMD733,172.20.50.60,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:35","21 Feb 2026, 11:42",8.20.72.186,Yes,0,2,54
MACMD732,172.20.80.186,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 15:38",8.20.72.186,Yes,0,4,51
MACMD731,172.20.80.151,Windows,Manually Installed Agents,4.30.1.18852,OK,"01 Dec 2025, 09:09","28 Jan 2026, 05:50",8.20.70.52,Yes,0,3,54
MACMD729,172.20.80.75,Windows,Manually Installed Agents,4.31.0.19214,OK,"26 Dec 2025, 12:23","20 Feb 2026, 17:44",8.20.72.192,Yes,0,8,54
MACMD728,172.20.131.26,Windows,USB Alllowed Group,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:08",8.20.72.204,Yes,0,5,54
MACMD726,172.20.90.15,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:07",8.20.72.190,Yes,0,4,54
MACMD725,172.20.131.25,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:08",8.20.72.186,Yes,0,3,57
MACMD724,172.20.90.16,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:04",8.20.72.186,Yes,0,4,53
MACMD721,172.20.30.46,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:08","20 Feb 2026, 17:13",8.20.72.192,Yes,0,2,57
MACMD718,172.20.80.197,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:04",8.20.72.186,Yes,0,4,57
MACMD717,172.20.80.242,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:36","20 Feb 2026, 17:32",8.20.72.192,Yes,0,1,55
MACMD716,172.20.30.199,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","20 Feb 2026, 16:11",8.20.72.186,Yes,0,3,56
MACMD715,172.20.30.23,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:01","20 Feb 2026, 17:05",8.20.72.192,Yes,0,3,57
MACMD713,172.20.30.21,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:35","21 Feb 2026, 16:09",8.20.72.186,Yes,0,2,57
MACMD710,172.20.30.17,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:08",8.20.72.186,Yes,0,2,57
MACMD709,172.20.30.12,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:02","21 Feb 2026, 16:07",8.20.72.192,Yes,0,3,56
MACMD706,172.20.121.50,Windows,Manually Installed Agents,4.31.0.19214,OK,"02 Dec 2025, 08:42","20 Feb 2026, 18:28",8.20.72.192,Yes,0,3,53
MACMD705,172.20.121.66,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 10:45","20 Feb 2026, 18:27",8.20.72.192,Yes,0,2,55
MACMD704,172.20.120.47,Windows,Manually Installed Agents,4.31.0.19214,OK,"02 Dec 2025, 09:29","21 Feb 2026, 15:59",8.20.72.186,Yes,0,2,56
MACMD703,172.20.80.101,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:07",8.20.72.196,Yes,0,5,54
MACMD702,172.20.30.47,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:45","21 Feb 2026, 16:04",8.20.72.186,Yes,0,2,56
MACMD701,172.20.50.45,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:08",8.20.72.186,Yes,0,8,57
MACMD694,172.20.110.41,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:11","21 Feb 2026, 15:58",8.20.72.192,Yes,0,1,56
MACMD691,172.20.80.177,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:06",8.20.72.186,Yes,0,7,56
MACMD690,172.20.80.228,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 15:57",8.20.72.186,Yes,0,38,59
MACMD688,172.20.110.70,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Jan 2026, 11:37","21 Feb 2026, 16:05",8.20.72.186,Yes,0,1,53
MACMD687,172.20.80.108,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:05","21 Feb 2026, 16:08",8.20.72.212,Yes,0,3,52
MACMD686,172.20.110.75,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:51","20 Feb 2026, 16:36",8.20.72.192,Yes,0,2,56
MACMD685,172.20.110.186,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:37","20 Feb 2026, 16:01",8.20.72.192,Yes,0,2,56
MACMD684,172.20.110.30,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","20 Feb 2026, 17:59",8.20.72.192,Yes,0,2,56
MACMD683,172.20.120.28,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:07",8.20.72.186,Yes,0,2,56
MACMD682,172.20.120.31,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 10:04","21 Feb 2026, 16:08",8.20.72.174,Yes,0,1,56
MACMD681,172.20.131.29,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:47","20 Feb 2026, 17:22",8.20.72.192,Yes,0,2,0
MACMD680,172.20.80.250,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 07:53","21 Feb 2026, 16:01",8.20.72.192,Yes,0,1,56
MACMD679,172.20.80.183,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:08",8.20.72.186,Yes,0,24,59
MACMD678,172.20.80.110,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:07",8.20.72.186,Yes,0,33,59
MACMD677,172.20.80.163,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 07:24","20 Feb 2026, 07:54",8.20.72.186,Yes,0,4,57
MACMD676,172.20.80.156,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","19 Feb 2026, 21:05",8.20.72.186,Yes,0,16,53
MACMD675,172.20.110.150,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:12","19 Feb 2026, 18:13",8.20.72.174,Yes,0,2,56
